normalize,fear,happy
50394,0.1,0.0
50413,0.03,0.0
50433,0.02,0.0
50453,0.05,0.0
50473,0.03,0.0
50493,0.03,0.0
50512,0.02,0.0
50532,0.05,0.0
50552,0.02,0.0
50572,0.03,0.0
50592,0.03,0.0
50611,0.02,0.0
50631,0.03,0.0
50651,0.03,0.0
50671,0.05,0.0
50691,0.02,0.0
50710,0.05,0.0
50730,0.03,0.0
50750,0.02,0.0
50770,0.02,0.0
50789,0.03,0.0
50809,0.03,0.0
50829,0.02,0.0
50849,0.07,0.0
50869,0.02,0.0
50888,0.03,0.0
50908,0.03,0.0
50928,0.02,0.0
50948,0.05,0.0
50968,0.03,0.0
50987,0.05,0.0
51007,0.02,0.0
51027,0.05,0.0
51047,0.04,0.0
51067,0.04,0.0
51086,0.05,0.0
51106,0.04,0.0
51126,0.05,0.0
51146,0.02,0.0
51166,0.05,0.0
51185,0.05,0.0
51205,0.04,0.0
51225,0.05,0.0
51245,0.03,0.0
51265,0.03,0.0
51284,0.03,0.0
51304,0.02,0.0
51324,0.04,0.0
51344,0.02,0.0
51364,0.02,0.0
51383,0.01,0.0
51403,0.04,0.0
51423,0.02,0.0
51443,0.01,0.0
51462,0.02,0.0
51482,0.02,0.0
51502,0.02,0.0
51522,0.03,0.0
51542,0.05,0.0
51561,0.02,0.0
51581,0.04,0.0
51601,0.06,0.0
51621,0.02,0.0
51641,0.04,0.0
51660,0.04,0.0
51680,0.06,0.0
51700,0.04,0.0
51720,0.07,0.0
51740,0.08,0.0
51759,0.05,0.0
51779,0.07,0.0
51799,0.03,0.0
51819,0.03,0.0
51839,0.03,0.0
51858,0.03,0.0
51878,0.04,0.0
51898,0.07,0.0
51918,0.03,0.0
51938,0.06,0.0
51957,0.09,0.0
51977,0.07,0.0
51997,0.04,0.0
52017,0.04,0.0
52036,0.05,0.0
52056,0.07,0.0
52076,0.07,0.0
52096,0.03,0.0
52116,0.03,0.0
52135,0.07,0.0
52155,0.03,0.0
52175,0.04,0.0
52195,0.07,0.0
52215,0.08,0.0
52234,0.12,0.0
52254,0.05,0.0
52274,0.04,0.0
52294,0.04,0.0
52314,0.04,0.0
52333,0.02,0.0
52353,0.08,0.0
52373,0.07,0.0
52393,0.06,0.0
52413,0.05,0.0
52432,0.04,0.0
52452,0.06,0.0
52472,0.03,0.0
52492,0.1,0.0
52512,0.08,0.0
52531,0.11,0.0
52551,0.06,0.0
52571,0.09,0.0
52591,0.06,0.0
52610,0.11,0.0
52630,0.08,0.0
52650,0.05,0.0
52670,0.05,0.0
52690,0.04,0.0
52709,0.11,0.0
52729,0.08,0.0
52749,0.05,0.0
52769,0.1,0.0
52789,0.06,0.01
52808,0.06,0.01
52828,0.02,0.0
52848,0.07,0.01
52868,0.02,0.02
52888,0.04,0.0
52907,0.02,0.01
52927,0.04,0.01
52947,0.03,0.01
52967,0.05,0.01
52987,0.04,0.01
53006,0.02,0.01
53026,0.04,0.01
53046,0.05,0.01
53066,0.04,0.0
53086,0.02,0.0
53105,0.02,0.0
53125,0.07,0.01
53145,0.06,0.01
53165,0.03,0.01
53184,0.05,0.0
53204,0.05,0.0
53224,0.05,0.0
53244,0.03,0.0
53264,0.03,0.0
53283,0.02,0.0
53303,0.04,0.0
53323,0.03,0.0
53343,0.04,0.0
53363,0.03,0.0
53382,0.05,0.0
53402,0.05,0.0
53422,0.02,0.0
53442,0.03,0.0
53462,0.04,0.0
53481,0.03,0.0
53501,0.03,0.0
53521,0.03,0.0
53541,0.05,0.0
53561,0.04,0.0
53580,0.05,0.0
53600,0.05,0.0
53620,0.01,0.0
53640,0.03,0.01
53660,0.01,0.04
53679,0.01,0.02
53699,0.01,0.01
53719,0.02,0.01
53739,0.02,0.0
53758,0.04,0.01
53778,0.02,0.0
53798,0.04,0.01
53818,0.02,0.02
53838,0.05,0.01
53857,0.02,0.01
53877,0.01,0.03
53897,0.02,0.02
53917,0.04,0.09
53937,0.04,0.01
53956,0.02,0.01
53976,0.05,0.01
53996,0.06,0.16
54016,0.02,0.16
54036,0.01,0.7
54055,0.01,0.64
54075,0.03,0.25
54095,0.03,0.03
54115,0.02,0.02
54135,0.11,0.05
54154,0.03,0.0
54174,0.05,0.0
54194,0.03,0.0
54214,0.02,0.0
54234,0.05,0.0
54253,0.02,0.01
54273,0.03,0.0
54293,0.03,0.0
54313,0.02,0.0
54332,0.02,0.0
54352,0.02,0.0
54372,0.02,0.0
54392,0.03,0.0
54412,0.04,0.0
54431,0.03,0.0
54451,0.05,0.0
54471,0.02,0.0
54491,0.02,0.0
54511,0.02,0.0
54530,0.03,0.0
54550,0.02,0.01
54570,0.02,0.0
54590,0.02,0.0
54610,0.02,0.0
54629,0.03,0.0
54649,0.02,0.0
54669,0.02,0.0
54689,0.02,0.0
54709,0.03,0.0
54728,0.03,0.02
54748,0.04,0.0
54768,0.03,0.0
54788,0.04,0.0
54808,0.02,0.0
54827,0.05,0.0
54847,0.05,0.0
54867,0.04,0.0
54887,0.03,0.0
54906,0.06,0.0
54926,0.04,0.0
54946,0.03,0.0
54966,0.04,0.0
54986,0.04,0.0
55005,0.04,0.0
55025,0.03,0.0
55045,0.05,0.0
55065,0.03,0.0
55085,0.04,0.0
55104,0.03,0.0
55124,0.02,0.0
55144,0.04,0.0
55164,0.02,0.0
55184,0.03,0.0
55203,0.04,0.0
55223,0.03,0.0
55243,0.02,0.0
55263,0.03,0.0
55283,0.03,0.0
55302,0.05,0.0
55322,0.04,0.01
55342,0.04,0.0
55362,0.03,0.0
55382,0.07,0.0
55401,0.03,0.0
55421,0.04,0.0
55441,0.05,0.0
55461,0.07,0.0
55480,0.06,0.0
55500,0.06,0.0
55520,0.06,0.0
55540,0.04,0.0
55560,0.06,0.0
55579,0.05,0.0
55599,0.04,0.0
55619,0.05,0.0
55639,0.06,0.0
55659,0.04,0.0
55678,0.04,0.0
55698,0.04,0.0
55718,0.07,0.0
55738,0.07,0.0
55758,0.08,0.0
55777,0.06,0.0
55797,0.03,0.0
55817,0.05,0.0
55837,0.06,0.0
55857,0.05,0.0
55876,0.09,0.0
55896,0.07,0.0
55916,0.04,0.0
55936,0.07,0.0
55956,0.08,0.0
55975,0.05,0.0
55995,0.06,0.0
56015,0.04,0.0
56035,0.13,0.0
56055,0.02,0.01
56074,0.08,0.11
56094,0.05,0.28
56114,0.04,0.26
56134,0.0,0.99
56153,0.0,1.0
56173,0.0,0.98
56193,0.0,0.98
56213,0.01,0.87
56233,0.02,0.79
56252,0.02,0.79
56272,0.02,0.27
56292,0.03,0.32
56312,0.02,0.24
56332,0.02,0.36
56351,0.01,0.3
56371,0.04,0.46
56391,0.02,0.24
56411,0.01,0.18
56431,0.03,0.25
56450,0.03,0.19
56470,0.03,0.17
56490,0.04,0.07
56510,0.02,0.06
56530,0.03,0.04
56549,0.04,0.02
56569,0.02,0.07
56589,0.04,0.07
56609,0.03,0.03
56629,0.03,0.03
56648,0.02,0.06
56668,0.03,0.02
56688,0.06,0.02
56708,0.04,0.02
56727,0.03,0.02
56747,0.02,0.07
56767,0.02,0.08
56787,0.02,0.21
56807,0.05,0.09
56826,0.04,0.03
56846,0.06,0.02
56866,0.03,0.01
56886,0.03,0.03
56906,0.04,0.02
56925,0.04,0.02
56945,0.04,0.01
56965,0.02,0.01
56985,0.04,0.01
57005,0.02,0.0
57024,0.05,0.02
57044,0.04,0.0
57064,0.04,0.01
57084,0.05,0.0
57104,0.03,0.01
57123,0.03,0.01
57143,0.04,0.01
57163,0.06,0.0
57183,0.04,0.0
57203,0.07,0.0
57222,0.09,0.0
57242,0.05,0.0
57262,0.03,0.0
57282,0.03,0.0
57301,0.03,0.0
57321,0.04,0.0
57341,0.03,0.01
57361,0.05,0.0
57381,0.03,0.01
57400,0.03,0.0
57420,0.06,0.0
57440,0.04,0.0
57460,0.04,0.0
57480,0.05,0.0
57499,0.03,0.0
57519,0.06,0.0
57539,0.04,0.0
57559,0.05,0.0
57579,0.07,0.0
57598,0.05,0.0
57618,0.04,0.0
57638,0.05,0.0
57658,0.07,0.0
57678,0.06,0.0
57697,0.11,0.0
57717,0.06,0.0
57737,0.05,0.0
57757,0.04,0.0
57777,0.03,0.0
57796,0.03,0.0
57816,0.03,0.0
57836,0.07,0.0
57856,0.03,0.0
57875,0.06,0.0
57895,0.04,0.0
57915,0.1,0.0
57935,0.06,0.0
57955,0.08,0.0
57974,0.05,0.0
57994,0.07,0.0
58014,0.04,0.0
58034,0.04,0.0
58054,0.05,0.0
58073,0.06,0.0
58093,0.06,0.0
58113,0.02,0.0
58133,0.07,0.0
58153,0.06,0.0
58172,0.06,0.0
58192,0.09,0.0
58212,0.06,0.0
58232,0.07,0.0
58252,0.05,0.0
58271,0.06,0.0
58291,0.07,0.0
58311,0.07,0.0
58331,0.04,0.0
58351,0.06,0.0
58370,0.07,0.0
58390,0.07,0.0
58410,0.06,0.0
58430,0.06,0.0
58449,0.06,0.0
58469,0.07,0.0
58489,0.04,0.0
58509,0.08,0.0
58529,0.04,0.0
58548,0.09,0.0
58568,0.04,0.0
58588,0.05,0.0
58608,0.06,0.0
58628,0.05,0.0
58647,0.05,0.0
58667,0.05,0.0
58687,0.06,0.0
58707,0.12,0.0
58727,0.13,0.0
58746,0.05,0.01
58766,0.05,0.01
58786,0.02,0.04
58806,0.02,0.29
58826,0.01,0.35
58845,0.04,0.48
58865,0.02,0.64
58885,0.01,0.91
58905,0.01,0.87
58925,0.01,0.84
58944,0.01,0.79
58964,0.01,0.85
58984,0.0,0.97
59004,0.01,0.79
59023,0.01,0.7
59043,0.01,0.48
59063,0.01,0.49
59083,0.02,0.47
59103,0.04,0.37
59122,0.03,0.56
59142,0.04,0.45
59162,0.01,0.74
59182,0.05,0.33
59202,0.05,0.45
59221,0.06,0.41
59241,0.06,0.24
59261,0.04,0.43
59281,0.02,0.04
59301,0.02,0.08
59320,0.04,0.04
59340,0.06,0.07
59360,0.03,0.01
59380,0.03,0.02
59400,0.06,0.01
59419,0.04,0.01
59439,0.09,0.0
59459,0.04,0.0
59479,0.04,0.0
59499,0.04,0.0
59518,0.04,0.01
59538,0.1,0.0
59558,0.03,0.01
59578,0.06,0.0
59597,0.06,0.0
59617,0.06,0.0
59637,0.07,0.0
59657,0.05,0.0
59677,0.07,0.0
59696,0.07,0.0
59716,0.07,0.0
59736,0.08,0.0
59756,0.08,0.0
59776,0.04,0.0
59795,0.05,0.0
59815,0.07,0.0
59835,0.06,0.0
59855,0.08,0.0
59875,0.06,0.0
59894,0.1,0.0
59914,0.12,0.0
59934,0.11,0.0
59954,0.14,0.0
59974,0.1,0.0
59993,0.13,0.0
60013,0.1,0.0
60033,0.09,0.0
60053,0.09,0.0
60073,0.08,0.0
60092,0.11,0.0
60112,0.09,0.0
60132,0.14,0.0
60152,0.13,0.0
60172,0.09,0.0
60191,0.07,0.0
60211,0.08,0.0
60231,0.09,0.0
60251,0.07,0.0
60270,0.09,0.0
60290,0.08,0.0
60310,0.1,0.0
60330,0.06,0.0
60350,0.05,0.0
60369,0.07,0.0
60389,0.09,0.0
60409,0.09,0.0
60429,0.09,0.0
60449,0.14,0.0
60468,0.09,0.0
60488,0.12,0.0
60508,0.08,0.0
60528,0.1,0.0
60548,0.08,0.0
60567,0.1,0.0
60587,0.05,0.0
60607,0.1,0.0
60627,0.09,0.0
60647,0.07,0.0
60666,0.06,0.0
60686,0.11,0.0
60706,0.07,0.0
60726,0.09,0.0
60746,0.09,0.0
60765,0.04,0.0
60785,0.06,0.0
60805,0.06,0.0
60825,0.07,0.0
60844,0.08,0.0
60864,0.07,0.0
60884,0.07,0.0
60904,0.09,0.0
60924,0.11,0.0
60943,0.07,0.0
60963,0.05,0.0
60983,0.09,0.0
61003,0.07,0.0
61023,0.08,0.0
61042,0.08,0.0
61062,0.04,0.01
61082,0.08,0.0
61102,0.05,0.0
61122,0.08,0.0
61141,0.03,0.0
61161,0.03,0.0
61181,0.03,0.0
61201,0.02,0.0
61221,0.03,0.0
61240,0.05,0.0
61260,0.03,0.0
61280,0.03,0.0
61300,0.06,0.0
61320,0.04,0.0
61339,0.05,0.0
61359,0.07,0.0
61379,0.06,0.0
61399,0.02,0.0
61418,0.03,0.01
61438,0.03,0.01
61458,0.03,0.0
61478,0.04,0.02
61498,0.05,0.01
61517,0.04,0.01
61537,0.03,0.01
61557,0.08,0.0
61577,0.05,0.0
61597,0.06,0.0
61616,0.06,0.0
61636,0.08,0.0
61656,0.06,0.0
61676,0.08,0.0
61696,0.06,0.0
61715,0.04,0.0
61735,0.07,0.0
61755,0.06,0.0
61775,0.03,0.0
61795,0.08,0.0
61814,0.08,0.0
61834,0.14,0.0
61854,0.09,0.0
61874,0.12,0.0
61894,0.06,0.0
61913,0.09,0.0
61933,0.07,0.0
61953,0.04,0.0
61973,0.11,0.0
61992,0.09,0.0
62012,0.06,0.0
62032,0.09,0.0
62052,0.11,0.0
62072,0.08,0.0
62091,0.08,0.0
62111,0.06,0.0
62131,0.06,0.0
62151,0.12,0.0
62171,0.17,0.0
62190,0.12,0.0
62210,0.06,0.0
62230,0.09,0.0
62250,0.08,0.0
62270,0.14,0.0
62289,0.1,0.0
62309,0.15,0.0
62329,0.05,0.0
62349,0.11,0.0
62369,0.07,0.0
62388,0.11,0.0
62408,0.08,0.0
62428,0.07,0.0
62448,0.12,0.0
62468,0.11,0.0
62487,0.06,0.0
62507,0.07,0.0
62527,0.06,0.0
62547,0.13,0.0
62566,0.03,0.0
62586,0.06,0.0
62606,0.06,0.0
62626,0.08,0.0
62646,0.08,0.0
62665,0.07,0.0
62685,0.08,0.0
62705,0.05,0.0
62725,0.04,0.0
62745,0.04,0.0
62764,0.03,0.0
62784,0.1,0.0
62804,0.06,0.0
62824,0.09,0.0
62844,0.05,0.0
62863,0.06,0.0
62883,0.08,0.0
62903,0.06,0.0
62923,0.08,0.0
62943,0.1,0.0
62962,0.11,0.0
62982,0.07,0.0
63002,0.11,0.0
63022,0.11,0.0
63042,0.08,0.0
63061,0.09,0.0
63081,0.09,0.0
63101,0.08,0.0
63121,0.05,0.0
63140,0.09,0.0
63160,0.05,0.0
63180,0.12,0.0
63200,0.09,0.0
63220,0.04,0.0
63239,0.07,0.0
63259,0.09,0.0
63279,0.09,0.0
63299,0.09,0.0
63319,0.08,0.0
63338,0.1,0.0
63358,0.05,0.0
63378,0.07,0.0
63398,0.1,0.0
63418,0.13,0.0
63437,0.11,0.0
63457,0.11,0.0
63477,0.05,0.0
63497,0.15,0.0
63517,0.1,0.0
63536,0.09,0.0
63556,0.09,0.0
63576,0.09,0.0
63596,0.18,0.0
63616,0.1,0.0
63635,0.08,0.0
63655,0.17,0.0
63675,0.1,0.0
63695,0.1,0.0
63714,0.07,0.0
63734,0.06,0.0
63754,0.15,0.0
63774,0.06,0.0
63794,0.05,0.0
63813,0.06,0.0
63833,0.05,0.0
63853,0.06,0.0
63873,0.06,0.0
63893,0.05,0.0
63912,0.07,0.0
63932,0.11,0.0
63952,0.07,0.0
63972,0.07,0.0
63992,0.09,0.0
64011,0.12,0.0
64031,0.05,0.0
64051,0.05,0.0
64071,0.04,0.0
64091,0.08,0.0
64110,0.06,0.0
64130,0.1,0.0
64150,0.04,0.0
64170,0.04,0.01
64190,0.09,0.0
64209,0.22,0.01
64229,0.04,0.0
64249,0.03,0.01
64269,0.02,0.0
64288,0.02,0.0
64308,0.06,0.0
64328,0.04,0.0
64348,0.1,0.0
64368,0.06,0.0
64387,0.08,0.0
64407,0.06,0.0
64427,0.08,0.0
64447,0.1,0.0
64467,0.06,0.0
64486,0.09,0.0
64506,0.13,0.0
64526,0.11,0.0
64546,0.07,0.0
64566,0.1,0.0
64585,0.09,0.0
64605,0.11,0.0
64625,0.16,0.0
64645,0.09,0.0
64665,0.14,0.0
64684,0.13,0.0
64704,0.21,0.0
64724,0.04,0.0
64744,0.06,0.0
64764,0.1,0.01
64783,0.03,0.0
64803,0.02,0.0
64823,0.03,0.0
64843,0.03,0.0
64863,0.02,0.0
64882,0.02,0.0
64902,0.02,0.0
64922,0.03,0.0
64942,0.05,0.0
64961,0.06,0.0
64981,0.05,0.0
65001,0.04,0.0
65021,0.08,0.0
65041,0.03,0.0
65060,0.04,0.0
65080,0.06,0.0
65100,0.04,0.0
65120,0.06,0.0
65140,0.03,0.0
65159,0.05,0.0
65179,0.05,0.0
65199,0.04,0.0
65219,0.06,0.0
65239,0.08,0.0
65258,0.12,0.0
65278,0.07,0.0
65298,0.08,0.0
65318,0.09,0.0
65338,0.1,0.0
65357,0.11,0.0
65377,0.07,0.0
65397,0.07,0.0
65417,0.09,0.0
65437,0.09,0.0
65456,0.1,0.0
65476,0.08,0.0
65496,0.07,0.0
65516,0.06,0.0
65535,0.09,0.0
65555,0.05,0.0
65575,0.08,0.0
65595,0.1,0.0
65615,0.07,0.0
65634,0.12,0.0
65654,0.11,0.0
65674,0.05,0.0
65694,0.05,0.0
65714,0.05,0.0
65733,0.05,0.0
65753,0.11,0.0
65773,0.04,0.0
65793,0.04,0.0
65813,0.06,0.0
65832,0.11,0.0
65852,0.08,0.0
65872,0.07,0.0
65892,0.13,0.0
65912,0.1,0.0
65931,0.08,0.0
65951,0.05,0.0
65971,0.07,0.0
65991,0.06,0.0
66011,0.09,0.0
66030,0.04,0.0
66050,0.06,0.0
66070,0.1,0.0
66090,0.07,0.0
66109,0.05,0.0
66129,0.07,0.0
66149,0.16,0.0
66169,0.07,0.0
66189,0.03,0.0
66208,0.05,0.0
66228,0.1,0.0
66248,0.05,0.0
66268,0.1,0.0
66288,0.11,0.0
66307,0.03,0.0
66327,0.08,0.0
66347,0.06,0.0
66367,0.09,0.0
66387,0.05,0.0
66406,0.08,0.0
66426,0.1,0.0
66446,0.08,0.0
66466,0.11,0.0
66486,0.07,0.0
66505,0.07,0.0
66525,0.05,0.0
66545,0.09,0.0
66565,0.06,0.0
66585,0.08,0.0
66604,0.06,0.0
66624,0.08,0.0
66644,0.1,0.0
66664,0.06,0.0
66683,0.06,0.0
66703,0.06,0.0
66723,0.11,0.0
66743,0.13,0.0
66763,0.08,0.0
66782,0.05,0.0
66802,0.15,0.0
66822,0.15,0.0
66842,0.1,0.0
66862,0.1,0.0
66881,0.12,0.0
66901,0.09,0.0
66921,0.03,0.03
66941,0.02,0.15
66961,0.03,0.19
66980,0.01,0.16
67000,0.03,0.18
67020,0.05,0.13
67040,0.05,0.12
67060,0.02,0.08
67079,0.05,0.09
67099,0.03,0.12
67119,0.02,0.11
67139,0.03,0.08
67159,0.04,0.05
67178,0.04,0.05
67198,0.07,0.03
67218,0.04,0.04
67238,0.02,0.04
67257,0.05,0.02
67277,0.07,0.03
67297,0.07,0.02
67317,0.07,0.03
67337,0.05,0.03
67356,0.01,0.06
67376,0.05,0.04
67396,0.03,0.07
67416,0.03,0.03
67436,0.04,0.07
67455,0.03,0.08
67475,0.04,0.06
67495,0.03,0.3
67515,0.04,0.11
67535,0.02,0.14
67554,0.02,0.06
67574,0.05,0.13
67594,0.05,0.03
67614,0.06,0.04
67634,0.12,0.03
67653,0.03,0.08
67673,0.04,0.08
67693,0.04,0.04
67713,0.05,0.05
67733,0.06,0.03
67752,0.04,0.02
67772,0.07,0.02
67792,0.05,0.02
67812,0.08,0.02
67831,0.09,0.01
67851,0.06,0.04
67871,0.05,0.02
67891,0.05,0.03
67911,0.1,0.02
67930,0.07,0.04
67950,0.05,0.03
67970,0.05,0.04
67990,0.1,0.02
68010,0.03,0.05
68029,0.06,0.07
68049,0.11,0.05
68069,0.05,0.13
68089,0.05,0.16
68109,0.05,0.13
68128,0.04,0.16
68148,0.06,0.12
68168,0.06,0.2
68188,0.06,0.08
68208,0.05,0.1
68227,0.04,0.06
68247,0.05,0.06
68267,0.03,0.27
68287,0.04,0.12
68307,0.08,0.11
68326,0.06,0.04
68346,0.04,0.06
68366,0.04,0.1
68386,0.11,0.01
68405,0.07,0.15
68425,0.04,0.01
68445,0.02,0.0
68465,0.08,0.0
68485,0.02,0.0
68504,0.04,0.0
68524,0.03,0.0
68544,0.03,0.01
68564,0.06,0.01
68584,0.03,0.0
68603,0.04,0.0
68623,0.08,0.01
68643,0.04,0.0
68663,0.05,0.0
68683,0.05,0.0
68702,0.1,0.0
68722,0.08,0.01
68742,0.04,0.0
68762,0.05,0.0
68782,0.08,0.0
68801,0.08,0.0
68821,0.03,0.0
68841,0.1,0.0
68861,0.06,0.0
68881,0.12,0.0
68900,0.06,0.0
68920,0.11,0.0
68940,0.05,0.0
68960,0.06,0.0
68980,0.1,0.0
68999,0.06,0.0
69019,0.09,0.0
69039,0.06,0.0
69059,0.12,0.0
69078,0.07,0.0
69098,0.08,0.0
69118,0.12,0.0
69138,0.07,0.0
69158,0.09,0.0
69177,0.09,0.0
69197,0.11,0.0
69217,0.05,0.0
69237,0.19,0.0
69257,0.11,0.0
69276,0.08,0.0
69296,0.09,0.0
69316,0.1,0.0
69336,0.1,0.0
69356,0.1,0.0
69375,0.07,0.0
69395,0.07,0.0
69415,0.11,0.0
69435,0.06,0.0
69455,0.08,0.0
69474,0.04,0.0
69494,0.11,0.0
69514,0.07,0.0
69534,0.12,0.0
69554,0.08,0.0
69573,0.08,0.0
69593,0.07,0.0
69613,0.11,0.0
69633,0.11,0.0
69652,0.08,0.0
69672,0.13,0.0
69692,0.07,0.0
69712,0.13,0.0
69732,0.09,0.0
69751,0.09,0.0
69771,0.09,0.0
69791,0.05,0.0
69811,0.06,0.0
69831,0.07,0.0
69850,0.06,0.0
69870,0.09,0.0
69890,0.05,0.0
69910,0.05,0.0
69930,0.06,0.0
69949,0.06,0.0
69969,0.04,0.0
69989,0.04,0.0
70009,0.06,0.0
70029,0.05,0.0
70048,0.11,0.0
70068,0.08,0.0
70088,0.12,0.0
70108,0.09,0.0
70128,0.08,0.0
70147,0.08,0.0
70167,0.05,0.0
70187,0.05,0.0
70207,0.06,0.0
70226,0.07,0.0
70246,0.05,0.0
70266,0.1,0.0
70286,0.07,0.0
70306,0.1,0.0
70325,0.08,0.0
70345,0.07,0.0
70365,0.06,0.0
70385,0.12,0.0
70405,0.09,0.0
70424,0.1,0.0
70444,0.18,0.0
70464,0.02,0.0
70484,0.04,0.02
70504,0.03,0.21
70523,0.04,0.22
70543,0.03,0.26
70563,0.06,0.17
70583,0.04,0.11
70603,0.03,0.05
70622,0.05,0.06
70642,0.03,0.07
70662,0.05,0.02
70682,0.05,0.05
70702,0.07,0.01
70721,0.09,0.01
70741,0.06,0.01
70761,0.05,0.01
70781,0.07,0.0
70800,0.04,0.01
70820,0.03,0.0
70840,0.06,0.01
70860,0.08,0.0
70880,0.05,0.0
70899,0.04,0.0
70919,0.06,0.0
70939,0.05,0.0
70959,0.07,0.0
70979,0.06,0.0
70998,0.19,0.0
71018,0.06,0.0
71038,0.09,0.0
71058,0.09,0.0
71078,0.07,0.0
71097,0.09,0.0
71117,0.08,0.01
71137,0.05,0.05
71157,0.1,0.03
71177,0.04,0.06
71196,0.02,0.24
71216,0.03,0.2
71236,0.02,0.16
71256,0.04,0.07
71276,0.03,0.11
71295,0.01,0.03
71315,0.02,0.26
71335,0.01,0.2
71355,0.01,0.11
71374,0.02,0.06
71394,0.02,0.11
71414,0.01,0.05
71434,0.06,0.03
71454,0.02,0.0
71473,0.05,0.0
71493,0.03,0.0
71513,0.06,0.0
71533,0.05,0.0
71553,0.05,0.0
71572,0.07,0.0
71592,0.12,0.0
71612,0.09,0.0
71632,0.08,0.0
71652,0.04,0.0
71671,0.02,0.0
71691,0.02,0.01
71711,0.02,0.01
71731,0.03,0.0
71751,0.02,0.0
71770,0.04,0.0
71790,0.01,0.0
71810,0.03,0.0
71830,0.04,0.0
71850,0.07,0.0
71869,0.02,0.0
71889,0.05,0.0
71909,0.03,0.0
71929,0.03,0.0
71948,0.06,0.0
71968,0.05,0.0
71988,0.06,0.0
72008,0.04,0.0
72028,0.04,0.0
72047,0.05,0.0
72067,0.04,0.0
72087,0.07,0.0
72107,0.04,0.0
72127,0.09,0.0
72146,0.06,0.0
72166,0.06,0.0
72186,0.05,0.0
72206,0.03,0.0
72226,0.05,0.0
72245,0.07,0.0
72265,0.04,0.0
72285,0.05,0.0
72305,0.04,0.0
72325,0.04,0.0
72344,0.03,0.0
72364,0.08,0.0
72384,0.04,0.0
72404,0.1,0.0
72424,0.05,0.0
72443,0.07,0.0
72463,0.06,0.0
72483,0.05,0.0
72503,0.06,0.0
72522,0.05,0.0
72542,0.06,0.0
72562,0.06,0.0
72582,0.05,0.0
72602,0.05,0.0
72621,0.08,0.0
72641,0.13,0.0
72661,0.13,0.0
72681,0.08,0.0
72701,0.08,0.0
72720,0.12,0.0
72740,0.11,0.0
72760,0.08,0.0
72780,0.05,0.0
72800,0.08,0.0
72819,0.07,0.0
72839,0.04,0.0
72859,0.05,0.0
72879,0.06,0.0
72899,0.05,0.0
72918,0.05,0.0
72938,0.09,0.0
72958,0.07,0.0
72978,0.11,0.0
72998,0.11,0.0
73017,0.08,0.0
73037,0.06,0.0
73057,0.08,0.0
73077,0.09,0.0
73096,0.06,0.0
73116,0.07,0.0
73136,0.05,0.0
73156,0.03,0.0
73176,0.02,0.0
73195,0.04,0.0
73215,0.05,0.0
73235,0.07,0.0
73255,0.06,0.0
73275,0.05,0.0
73294,0.04,0.0
73314,0.06,0.0
73334,0.05,0.0
73354,0.05,0.0
73374,0.07,0.0
73393,0.05,0.0
73413,0.1,0.0
73433,0.04,0.0
73453,0.02,0.0
73473,0.01,0.01
73492,0.01,0.02
73512,0.02,0.01
73532,0.03,0.01
73552,0.03,0.09
73572,0.02,0.02
73591,0.02,0.01
73611,0.03,0.01
73631,0.05,0.0
73651,0.12,0.0
73671,0.06,0.0
73690,0.03,0.0
73710,0.05,0.0
73730,0.04,0.0
73750,0.06,0.0
73769,0.1,0.0
73789,0.1,0.0
73809,0.04,0.0
73829,0.08,0.0
73849,0.07,0.0
73868,0.04,0.0
73888,0.03,0.0
73908,0.04,0.0
73928,0.02,0.0
73948,0.02,0.0
73967,0.02,0.0
73987,0.03,0.0
74007,0.08,0.0
74027,0.04,0.0
74047,0.04,0.0
74066,0.03,0.0
74086,0.07,0.0
74106,0.09,0.0
74126,0.07,0.0
74146,0.05,0.0
74165,0.08,0.0
74185,0.08,0.0
74205,0.08,0.0
74225,0.06,0.0
74245,0.03,0.0
74264,0.05,0.0
74284,0.04,0.01
74304,0.05,0.03
74324,0.04,0.18
74343,0.04,0.37
74363,0.03,0.57
74383,0.02,0.6
74403,0.02,0.51
74423,0.01,0.69
74442,0.02,0.72
74462,0.02,0.27
74482,0.06,0.3
74502,0.05,0.12
74522,0.05,0.15
74541,0.04,0.03
74561,0.05,0.03
74581,0.06,0.02
74601,0.02,0.01
74621,0.03,0.02
74640,0.04,0.01
74660,0.06,0.0
74680,0.07,0.0
74700,0.08,0.0
74720,0.05,0.0
74739,0.09,0.0
74759,0.07,0.0
74779,0.07,0.0
74799,0.13,0.0
74819,0.08,0.0
74838,0.05,0.0
74858,0.06,0.0
74878,0.07,0.0
74898,0.06,0.0
74917,0.15,0.0
74937,0.12,0.0
74957,0.12,0.0
74977,0.12,0.0
74997,0.14,0.0
75016,0.08,0.0
75036,0.07,0.0
75056,0.06,0.02
75076,0.02,0.01
75096,0.07,0.01
75115,0.03,0.01
75135,0.04,0.01
75155,0.03,0.01
75175,0.06,0.0
75195,0.04,0.01
75214,0.07,0.0
75234,0.07,0.0
75254,0.04,0.0
75274,0.09,0.0
75294,0.09,0.0
75313,0.07,0.0
75333,0.05,0.0
75353,0.04,0.0
75373,0.07,0.0
75393,0.05,0.0
75412,0.04,0.0
75432,0.08,0.02
75452,0.05,0.01
75472,0.02,0.01
75491,0.04,0.04
75511,0.03,0.07
75531,0.07,0.2
