normalize,fear,happy
76457,0.1,0.01
76459,0.15,0.0
76461,0.15,0.0
76463,0.11,0.0
76465,0.13,0.0
76467,0.12,0.0
76469,0.07,0.0
76471,0.1,0.01
76473,0.14,0.0
76475,0.12,0.0
76477,0.1,0.0
76479,0.08,0.0
76481,0.07,0.01
76483,0.13,0.0
76485,0.17,0.0
76487,0.18,0.01
76489,0.17,0.0
76491,0.17,0.0
76493,0.16,0.0
76494,0.21,0.0
76496,0.14,0.0
76498,0.15,0.0
76500,0.19,0.0
76502,0.15,0.0
76504,0.16,0.0
76506,0.18,0.0
76508,0.15,0.0
76510,0.16,0.0
76512,0.22,0.0
76514,0.15,0.01
76516,0.17,0.0
76518,0.18,0.0
76520,0.13,0.0
76522,0.1,0.0
76524,0.13,0.0
76526,0.11,0.0
76528,0.15,0.01
76530,0.06,0.0
76532,0.15,0.0
76534,0.26,0.0
76536,0.21,0.0
76538,0.2,0.01
76540,0.18,0.0
76542,0.18,0.0
76544,0.14,0.0
76546,0.13,0.0
76548,0.18,0.0
76550,0.14,0.01
76552,0.17,0.01
76554,0.09,0.02
76556,0.2,0.01
76558,0.22,0.01
76560,0.1,0.01
76562,0.15,0.0
76564,0.12,0.0
76566,0.14,0.0
76568,0.2,0.01
76570,0.13,0.0
76572,0.12,0.0
76574,0.11,0.0
76576,0.08,0.01
76578,0.09,0.01
76580,0.1,0.01
76581,0.1,0.01
76583,0.1,0.01
76585,0.21,0.0
76587,0.09,0.01
76589,0.18,0.01
76591,0.12,0.01
76593,0.13,0.0
76595,0.13,0.01
76597,0.12,0.01
76599,0.11,0.01
76601,0.09,0.0
76603,0.1,0.0
76605,0.17,0.01
76607,0.14,0.0
76609,0.18,0.0
76611,0.1,0.01
76613,0.15,0.0
76615,0.17,0.01
76617,0.11,0.01
76619,0.12,0.01
76621,0.2,0.01
76623,0.13,0.01
76625,0.13,0.01
76627,0.09,0.01
76629,0.1,0.0
76631,0.1,0.0
76633,0.16,0.01
76635,0.14,0.01
76637,0.12,0.0
76639,0.18,0.01
76641,0.14,0.0
76643,0.16,0.01
76645,0.12,0.0
76647,0.17,0.0
76649,0.12,0.01
76651,0.19,0.0
76653,0.13,0.01
76655,0.21,0.0
76657,0.18,0.01
76659,0.17,0.0
76661,0.13,0.01
76663,0.15,0.01
76665,0.17,0.0
76667,0.23,0.01
76668,0.15,0.01
76670,0.18,0.01
76672,0.16,0.0
76674,0.14,0.0
76676,0.19,0.01
76678,0.14,0.01
76680,0.12,0.01
76682,0.14,0.0
76684,0.22,0.01
76686,0.12,0.0
76688,0.19,0.01
76690,0.15,0.0
76692,0.12,0.01
76694,0.21,0.0
76696,0.2,0.0
76698,0.17,0.0
76700,0.19,0.0
76702,0.06,0.01
76704,0.15,0.0
76706,0.15,0.0
76708,0.11,0.01
76710,0.09,0.01
76712,0.09,0.01
76714,0.15,0.0
76716,0.15,0.01
76718,0.22,0.01
76720,0.14,0.01
76722,0.12,0.0
76724,0.12,0.01
76726,0.09,0.01
76728,0.1,0.01
76730,0.1,0.01
76732,0.15,0.0
76734,0.12,0.01
76736,0.18,0.0
76738,0.1,0.0
76740,0.17,0.0
76742,0.19,0.0
76744,0.12,0.0
76746,0.16,0.0
76748,0.09,0.01
76750,0.1,0.0
76752,0.08,0.0
76754,0.09,0.0
76756,0.11,0.0
76757,0.09,0.01
76759,0.07,0.01
76761,0.08,0.01
76763,0.06,0.02
76765,0.03,0.04
76767,0.08,0.03
76769,0.08,0.03
76771,0.07,0.05
76773,0.11,0.03
76775,0.05,0.06
76777,0.06,0.08
76779,0.1,0.05
76781,0.06,0.06
76783,0.07,0.09
76785,0.07,0.06
76787,0.08,0.06
76789,0.06,0.13
76791,0.06,0.16
76793,0.06,0.06
76795,0.09,0.1
76797,0.09,0.13
76799,0.1,0.23
76801,0.11,0.29
76803,0.04,0.2
76805,0.02,0.31
76807,0.06,0.34
76809,0.04,0.4
76811,0.06,0.52
76813,0.03,0.68
76815,0.07,0.51
76817,0.03,0.69
76819,0.01,0.79
76821,0.02,0.57
76823,0.03,0.64
76825,0.03,0.53
76827,0.02,0.65
76829,0.01,0.78
76831,0.02,0.75
76833,0.01,0.74
76835,0.01,0.85
76837,0.01,0.79
76839,0.01,0.85
76841,0.01,0.86
76843,0.01,0.79
76844,0.01,0.73
76846,0.01,0.7
76848,0.01,0.66
76850,0.01,0.58
76852,0.01,0.67
76854,0.01,0.75
76856,0.01,0.76
76858,0.01,0.81
76860,0.04,0.7
76862,0.01,0.72
76864,0.02,0.82
76866,0.02,0.9
76868,0.04,0.89
76870,0.04,0.87
76872,0.05,0.85
76874,0.02,0.92
76876,0.09,0.72
76878,0.04,0.59
76880,0.01,0.93
76882,0.01,0.92
76884,0.06,0.78
76886,0.01,0.94
76888,0.04,0.81
76890,0.04,0.73
76892,0.04,0.78
76894,0.01,0.77
76896,0.01,0.66
76898,0.01,0.74
76900,0.03,0.44
76902,0.03,0.49
76904,0.02,0.57
76906,0.03,0.53
76908,0.04,0.43
76910,0.03,0.54
76912,0.01,0.53
76914,0.02,0.58
76916,0.01,0.38
76918,0.04,0.37
76920,0.02,0.59
76922,0.02,0.66
76924,0.03,0.59
76926,0.02,0.49
76928,0.02,0.64
76930,0.03,0.56
76932,0.01,0.81
76933,0.01,0.78
76935,0.02,0.62
76937,0.02,0.64
76939,0.01,0.78
76941,0.01,0.81
76943,0.01,0.86
76945,0.01,0.87
76947,0.02,0.85
76949,0.01,0.92
76951,0.01,0.9
76953,0.01,0.88
76955,0.01,0.87
76957,0.01,0.86
76959,0.03,0.77
76961,0.02,0.75
76963,0.02,0.76
76965,0.01,0.8
76967,0.0,0.9
76969,0.02,0.69
76971,0.0,0.91
76973,0.0,0.9
76975,0.01,0.86
76977,0.0,0.92
76979,0.02,0.7
76981,0.01,0.74
76983,0.01,0.78
76985,0.01,0.74
76987,0.01,0.75
76989,0.0,0.89
76991,0.01,0.89
76993,0.01,0.7
76995,0.01,0.79
76997,0.02,0.66
76999,0.03,0.45
77001,0.02,0.68
77003,0.02,0.73
77005,0.03,0.61
77007,0.02,0.79
77009,0.02,0.67
77011,0.02,0.59
77013,0.01,0.75
77015,0.01,0.66
77017,0.03,0.48
77019,0.02,0.56
77020,0.04,0.47
77022,0.03,0.42
77024,0.03,0.49
77026,0.07,0.3
77028,0.01,0.49
77030,0.03,0.56
77032,0.02,0.46
77034,0.04,0.65
77036,0.06,0.43
77038,0.03,0.6
77040,0.03,0.49
77042,0.02,0.43
77044,0.04,0.41
77046,0.06,0.39
77048,0.03,0.35
77050,0.03,0.39
77052,0.08,0.44
77054,0.09,0.31
77056,0.09,0.41
77058,0.02,0.55
77060,0.07,0.37
77062,0.02,0.62
77064,0.09,0.3
77066,0.04,0.51
77068,0.08,0.33
77070,0.04,0.65
77072,0.03,0.64
77074,0.05,0.46
77076,0.02,0.62
77078,0.07,0.28
77080,0.13,0.33
77082,0.06,0.38
77084,0.06,0.22
77086,0.07,0.21
77088,0.07,0.18
77090,0.07,0.13
77092,0.01,0.31
77094,0.04,0.32
77096,0.13,0.21
77098,0.06,0.36
77100,0.12,0.15
77102,0.11,0.2
77104,0.07,0.3
77106,0.05,0.26
77107,0.1,0.28
77109,0.02,0.37
77111,0.06,0.28
77113,0.05,0.2
77115,0.02,0.36
77117,0.08,0.12
77119,0.03,0.24
77121,0.05,0.29
77123,0.06,0.17
77125,0.04,0.22
77127,0.01,0.51
77129,0.05,0.2
77131,0.04,0.34
77133,0.04,0.37
77135,0.05,0.27
77137,0.03,0.34
77139,0.03,0.31
77141,0.04,0.22
77143,0.05,0.32
77145,0.04,0.22
77147,0.05,0.25
77149,0.04,0.32
77151,0.05,0.35
77153,0.04,0.15
77155,0.04,0.15
77157,0.04,0.27
77159,0.06,0.15
77161,0.05,0.2
77163,0.04,0.23
77165,0.05,0.24
77167,0.07,0.36
77169,0.04,0.19
77171,0.07,0.32
77173,0.03,0.45
77175,0.08,0.24
77177,0.07,0.23
77179,0.06,0.22
77181,0.07,0.15
77183,0.07,0.21
77185,0.07,0.05
77187,0.05,0.06
77189,0.05,0.04
77191,0.04,0.07
77193,0.06,0.08
77195,0.1,0.17
77196,0.06,0.07
77198,0.06,0.1
77200,0.04,0.19
77202,0.04,0.06
77204,0.03,0.1
77206,0.02,0.12
77208,0.05,0.11
77210,0.03,0.11
77212,0.06,0.12
77214,0.06,0.14
77216,0.06,0.14
77218,0.05,0.15
77220,0.07,0.1
77222,0.07,0.11
77224,0.03,0.19
77226,0.04,0.11
77228,0.11,0.06
77230,0.03,0.17
77232,0.05,0.09
77234,0.06,0.1
77236,0.06,0.13
77238,0.11,0.1
77240,0.08,0.18
77242,0.07,0.1
77244,0.1,0.11
77246,0.06,0.19
77248,0.08,0.12
77250,0.06,0.13
77252,0.05,0.22
77254,0.08,0.14
77256,0.09,0.17
77258,0.04,0.13
77260,0.06,0.09
77262,0.04,0.17
77264,0.03,0.12
77266,0.07,0.09
77268,0.1,0.13
77270,0.14,0.07
77272,0.07,0.09
77274,0.13,0.09
77276,0.12,0.11
77278,0.14,0.08
77280,0.17,0.03
77282,0.12,0.06
77283,0.07,0.07
77285,0.05,0.06
77287,0.09,0.08
77289,0.09,0.06
77291,0.08,0.08
77293,0.11,0.09
77295,0.13,0.07
77297,0.1,0.04
77299,0.09,0.04
77301,0.16,0.06
77303,0.13,0.06
77305,0.07,0.11
77307,0.07,0.07
77309,0.11,0.19
77311,0.1,0.08
77313,0.12,0.05
77315,0.12,0.05
77317,0.09,0.07
77319,0.08,0.08
77321,0.1,0.07
77323,0.1,0.03
77325,0.09,0.06
77327,0.09,0.08
77329,0.07,0.07
77331,0.06,0.04
77333,0.09,0.05
77335,0.12,0.03
77337,0.13,0.05
77339,0.18,0.05
77341,0.16,0.03
77343,0.11,0.07
77345,0.12,0.02
77347,0.09,0.03
77349,0.09,0.05
77351,0.12,0.04
77353,0.08,0.02
77355,0.07,0.03
77357,0.14,0.04
77359,0.11,0.02
77361,0.17,0.02
77363,0.13,0.03
77365,0.14,0.02
77367,0.04,0.05
77369,0.12,0.01
77371,0.13,0.02
77372,0.13,0.01
77374,0.14,0.01
77376,0.12,0.05
77378,0.09,0.04
77380,0.1,0.04
77382,0.1,0.01
77384,0.12,0.01
77386,0.11,0.01
77388,0.08,0.02
77390,0.13,0.05
77392,0.06,0.01
77394,0.08,0.02
77396,0.15,0.02
77398,0.12,0.02
77400,0.1,0.03
77402,0.1,0.02
77404,0.14,0.02
77406,0.1,0.02
77408,0.09,0.01
77410,0.22,0.01
77412,0.07,0.05
77414,0.12,0.01
77416,0.14,0.02
77418,0.07,0.02
77420,0.14,0.06
77422,0.2,0.07
77424,0.28,0.07
77426,0.11,0.06
77428,0.31,0.03
77430,0.28,0.1
77432,0.28,0.04
77434,0.35,0.06
77436,0.06,0.06
77438,0.04,0.02
77440,0.08,0.04
77442,0.04,0.07
77444,0.08,0.02
77446,0.15,0.02
77448,0.05,0.02
77450,0.04,0.02
77452,0.03,0.01
77454,0.07,0.02
77456,0.03,0.01
77458,0.05,0.01
77459,0.02,0.01
77461,0.03,0.02
77463,0.01,0.07
77465,0.05,0.03
77467,0.06,0.03
77469,0.02,0.04
77471,0.03,0.02
77473,0.05,0.02
77475,0.04,0.06
77477,0.04,0.02
77479,0.07,0.03
77481,0.02,0.03
77483,0.03,0.02
77485,0.06,0.03
77487,0.07,0.07
77489,0.06,0.03
77491,0.07,0.04
77493,0.05,0.04
77495,0.06,0.04
77497,0.09,0.04
77499,0.05,0.05
77501,0.08,0.04
77503,0.08,0.08
77505,0.07,0.1
77507,0.1,0.05
77509,0.12,0.04
77511,0.08,0.06
77513,0.07,0.05
77515,0.09,0.06
77517,0.04,0.03
77519,0.09,0.06
77521,0.02,0.09
77523,0.05,0.11
77525,0.03,0.03
77527,0.04,0.09
77529,0.1,0.15
77531,0.09,0.04
77533,0.07,0.09
77535,0.06,0.03
77537,0.07,0.03
77539,0.1,0.09
77541,0.11,0.06
77543,0.02,0.07
77545,0.03,0.07
77546,0.07,0.04
77548,0.08,0.05
77550,0.07,0.04
77552,0.12,0.06
77554,0.08,0.07
77556,0.04,0.08
77558,0.16,0.04
77560,0.04,0.04
77562,0.1,0.04
77564,0.08,0.03
77566,0.08,0.02
77568,0.06,0.03
77570,0.19,0.03
77572,0.08,0.03
77574,0.13,0.01
77576,0.12,0.04
77578,0.07,0.04
77580,0.14,0.03
77582,0.11,0.03
77584,0.05,0.03
77586,0.08,0.03
77588,0.05,0.03
77590,0.07,0.02
77592,0.12,0.03
77594,0.13,0.02
77596,0.14,0.03
77598,0.1,0.02
77600,0.15,0.02
77602,0.18,0.01
77604,0.18,0.02
77606,0.16,0.01
77608,0.12,0.01
77610,0.15,0.02
77612,0.07,0.03
77614,0.14,0.02
77616,0.15,0.02
77618,0.11,0.02
77620,0.17,0.01
77622,0.12,0.02
77624,0.1,0.03
77626,0.11,0.03
77628,0.16,0.02
77630,0.2,0.03
77632,0.14,0.02
77634,0.15,0.01
77635,0.05,0.04
77637,0.12,0.02
77639,0.14,0.03
77641,0.17,0.02
77643,0.12,0.03
77645,0.16,0.03
77647,0.18,0.02
77649,0.12,0.02
77651,0.11,0.02
77653,0.11,0.02
77655,0.05,0.01
77657,0.04,0.01
77659,0.06,0.03
77661,0.05,0.01
77663,0.03,0.01
77665,0.08,0.02
77667,0.12,0.01
77669,0.04,0.03
77671,0.07,0.03
77673,0.07,0.05
77675,0.04,0.06
77677,0.08,0.04
77679,0.07,0.04
77681,0.11,0.03
77683,0.1,0.06
77685,0.1,0.03
77687,0.16,0.05
77689,0.05,0.06
77691,0.19,0.04
77693,0.13,0.05
77695,0.12,0.05
77697,0.16,0.03
77699,0.12,0.04
77701,0.18,0.02
77703,0.16,0.05
77705,0.2,0.09
77707,0.12,0.04
77709,0.09,0.04
77711,0.08,0.04
77713,0.22,0.02
77715,0.12,0.05
77717,0.08,0.03
77719,0.11,0.01
77721,0.1,0.03
77722,0.15,0.03
77724,0.16,0.01
77726,0.15,0.04
77728,0.21,0.05
77730,0.16,0.02
77732,0.22,0.04
77734,0.18,0.01
77736,0.28,0.02
77738,0.16,0.03
77740,0.17,0.02
77742,0.35,0.02
77744,0.18,0.01
77746,0.18,0.02
77748,0.32,0.01
77750,0.18,0.03
77752,0.17,0.01
77754,0.26,0.02
77756,0.21,0.02
77758,0.25,0.02
77760,0.12,0.04
77762,0.08,0.04
77764,0.05,0.02
77766,0.06,0.07
77768,0.05,0.02
77770,0.1,0.02
77772,0.05,0.03
77774,0.04,0.03
77776,0.05,0.01
77778,0.11,0.02
77780,0.04,0.03
77782,0.04,0.03
77784,0.04,0.05
77786,0.04,0.04
77788,0.06,0.02
77790,0.05,0.03
77792,0.05,0.02
77794,0.07,0.03
77796,0.09,0.07
77798,0.08,0.02
77800,0.05,0.02
77802,0.07,0.06
77804,0.11,0.03
77806,0.07,0.02
77808,0.12,0.02
77809,0.12,0.02
77811,0.11,0.02
77813,0.13,0.01
77815,0.12,0.02
77817,0.11,0.02
77819,0.06,0.02
77821,0.11,0.01
77823,0.12,0.02
77825,0.13,0.02
77827,0.12,0.02
77829,0.14,0.01
77831,0.04,0.02
77833,0.19,0.02
77835,0.09,0.05
77837,0.1,0.04
77839,0.31,0.03
77841,0.1,0.08
77843,0.08,0.08
77845,0.22,0.15
77847,0.17,0.19
77849,0.16,0.13
77851,0.13,0.06
77853,0.16,0.14
77855,0.13,0.05
77857,0.11,0.16
77859,0.2,0.09
77861,0.1,0.09
77863,0.09,0.03
77865,0.12,0.07
77867,0.16,0.04
77869,0.14,0.05
77871,0.07,0.05
77873,0.12,0.04
77875,0.1,0.08
77877,0.12,0.04
77879,0.12,0.03
77881,0.13,0.05
77883,0.06,0.11
77885,0.12,0.05
77887,0.12,0.09
77889,0.06,0.28
77891,0.11,0.14
77893,0.12,0.23
77895,0.06,0.25
77897,0.1,0.3
77898,0.07,0.46
77900,0.08,0.34
77902,0.13,0.34
77904,0.08,0.6
77906,0.06,0.52
77908,0.1,0.56
77910,0.03,0.79
77912,0.02,0.79
77914,0.0,0.92
77916,0.04,0.84
77918,0.06,0.66
77920,0.13,0.43
77922,0.01,0.8
77924,0.05,0.71
77926,0.04,0.65
77928,0.02,0.86
77930,0.06,0.57
77932,0.04,0.48
77934,0.02,0.64
77936,0.03,0.49
77938,0.03,0.61
77940,0.02,0.7
77942,0.01,0.8
77944,0.01,0.85
77946,0.0,0.91
77948,0.0,0.77
77950,0.0,0.86
77952,0.0,0.87
77954,0.0,0.89
77956,0.0,0.85
77958,0.01,0.82
77960,0.0,0.86
77962,0.0,0.95
77964,0.0,0.92
77966,0.0,0.92
77968,0.0,0.92
77970,0.0,0.94
77972,0.0,0.88
77974,0.0,0.95
77976,0.0,0.92
77978,0.01,0.8
77980,0.0,0.9
77982,0.0,0.89
77984,0.0,0.9
77985,0.0,0.9
77987,0.01,0.83
77989,0.01,0.83
77991,0.01,0.79
77993,0.02,0.64
77995,0.0,0.86
77997,0.0,0.84
77999,0.0,0.83
78001,0.01,0.81
78003,0.01,0.85
78005,0.02,0.73
78007,0.01,0.85
78009,0.01,0.82
78011,0.01,0.81
78013,0.01,0.82
78015,0.02,0.71
78017,0.01,0.74
78019,0.0,0.91
78021,0.01,0.84
78023,0.01,0.68
78025,0.01,0.84
78027,0.02,0.69
78029,0.01,0.75
78031,0.01,0.84
78033,0.01,0.81
78035,0.02,0.8
78037,0.01,0.82
78039,0.02,0.72
78041,0.01,0.71
78043,0.01,0.72
78045,0.01,0.7
78047,0.02,0.73
78049,0.03,0.65
78051,0.02,0.66
78053,0.06,0.46
78055,0.01,0.6
78057,0.03,0.52
78059,0.02,0.47
78061,0.05,0.43
78063,0.04,0.41
78065,0.02,0.48
78067,0.02,0.47
78069,0.03,0.38
78071,0.01,0.64
78073,0.02,0.34
78074,0.03,0.39
78076,0.03,0.56
78078,0.03,0.38
78080,0.03,0.37
78082,0.01,0.61
78084,0.06,0.4
78086,0.03,0.44
78088,0.01,0.29
78090,0.01,0.56
78092,0.04,0.39
78094,0.02,0.42
78096,0.01,0.53
78098,0.03,0.37
78100,0.04,0.48
78102,0.06,0.2
78104,0.01,0.58
78106,0.01,0.47
78108,0.03,0.37
78110,0.05,0.26
78112,0.02,0.42
78114,0.05,0.31
78116,0.01,0.61
78118,0.04,0.23
78120,0.05,0.38
78122,0.03,0.33
78124,0.02,0.26
78126,0.03,0.27
78128,0.04,0.39
78130,0.03,0.25
78132,0.04,0.24
78134,0.03,0.48
78136,0.03,0.28
78138,0.05,0.21
78140,0.03,0.38
78142,0.02,0.37
78144,0.03,0.37
78146,0.04,0.35
78148,0.03,0.39
78150,0.05,0.36
78152,0.06,0.39
78154,0.04,0.47
78156,0.03,0.45
78158,0.04,0.39
78160,0.04,0.26
78161,0.04,0.28
78163,0.01,0.6
78165,0.03,0.41
78167,0.01,0.5
78169,0.02,0.42
78171,0.04,0.4
78173,0.03,0.5
78175,0.02,0.43
78177,0.02,0.39
78179,0.02,0.43
78181,0.04,0.2
78183,0.04,0.12
78185,0.02,0.38
78187,0.05,0.24
78189,0.04,0.22
78191,0.03,0.39
78193,0.04,0.34
78195,0.03,0.37
78197,0.03,0.44
78199,0.04,0.27
78201,0.03,0.31
78203,0.02,0.44
78205,0.03,0.46
78207,0.03,0.42
78209,0.03,0.39
78211,0.04,0.26
78213,0.04,0.33
78215,0.04,0.28
78217,0.03,0.33
78219,0.07,0.2
78221,0.01,0.3
78223,0.05,0.29
78225,0.05,0.37
78227,0.02,0.4
78229,0.03,0.36
78231,0.06,0.25
78233,0.02,0.43
78235,0.07,0.19
78237,0.07,0.3
78239,0.06,0.21
78241,0.05,0.26
78243,0.05,0.37
78245,0.06,0.16
78247,0.07,0.16
78248,0.06,0.26
78250,0.08,0.26
78252,0.09,0.27
78254,0.08,0.23
78256,0.06,0.14
78258,0.02,0.16
78260,0.06,0.25
78262,0.2,0.05
78264,0.04,0.21
78266,0.03,0.15
78268,0.16,0.08
78270,0.15,0.07
78272,0.03,0.09
78274,0.1,0.08
78276,0.05,0.06
78278,0.16,0.03
78280,0.15,0.04
78282,0.12,0.08
78284,0.13,0.05
78286,0.03,0.06
78288,0.02,0.04
78290,0.12,0.06
78292,0.02,0.06
78294,0.02,0.05
78296,0.13,0.05
78298,0.06,0.03
78300,0.03,0.04
78302,0.09,0.06
78304,0.01,0.06
78306,0.07,0.07
78308,0.07,0.04
78310,0.07,0.07
78312,0.1,0.05
78314,0.14,0.02
78316,0.12,0.03
78318,0.09,0.05
78320,0.09,0.04
78322,0.09,0.05
78324,0.09,0.03
78326,0.02,0.05
78328,0.01,0.04
78330,0.02,0.06
78332,0.14,0.03
78334,0.02,0.02
78336,0.03,0.03
78337,0.03,0.02
78339,0.02,0.05
78341,0.11,0.03
78343,0.07,0.03
78345,0.02,0.03
78347,0.06,0.05
78349,0.05,0.04
78351,0.06,0.1
78353,0.09,0.04
78355,0.08,0.04
78357,0.04,0.08
78359,0.12,0.03
78361,0.13,0.02
78363,0.03,0.05
78365,0.03,0.02
78367,0.03,0.02
78369,0.07,0.03
78371,0.03,0.02
78373,0.03,0.02
78375,0.06,0.03
78377,0.08,0.03
78379,0.04,0.02
78381,0.14,0.02
78383,0.14,0.02
78385,0.1,0.03
78387,0.07,0.02
78389,0.09,0.01
78391,0.1,0.01
78393,0.11,0.01
78395,0.08,0.01
78397,0.03,0.01
78399,0.04,0.0
78401,0.09,0.0
78403,0.11,0.01
78405,0.12,0.0
78407,0.12,0.0
78409,0.07,0.01
78411,0.08,0.0
78413,0.11,0.01
78415,0.1,0.01
78417,0.13,0.0
78419,0.13,0.0
78421,0.12,0.01
78423,0.11,0.01
78424,0.12,0.0
78426,0.14,0.01
78428,0.09,0.0
78430,0.09,0.0
78432,0.13,0.0
78434,0.1,0.0
78436,0.08,0.0
78438,0.1,0.0
78440,0.17,0.0
78442,0.06,0.01
78444,0.13,0.01
78446,0.21,0.01
78448,0.08,0.01
78450,0.12,0.0
78452,0.12,0.01
78454,0.18,0.0
78456,0.11,0.01
78458,0.19,0.0
78460,0.11,0.0
78462,0.13,0.0
78464,0.13,0.01
78466,0.08,0.01
78468,0.15,0.01
78470,0.2,0.0
78472,0.11,0.01
78474,0.12,0.0
78476,0.14,0.0
78478,0.15,0.01
78480,0.13,0.0
78482,0.12,0.0
78484,0.07,0.0
78486,0.09,0.0
78488,0.2,0.0
78490,0.11,0.01
78492,0.14,0.0
78494,0.13,0.0
78496,0.11,0.0
78498,0.14,0.0
78500,0.15,0.0
78502,0.1,0.0
78504,0.17,0.01
78506,0.15,0.0
78508,0.17,0.0
78510,0.15,0.0
78512,0.14,0.01
78513,0.14,0.0
78515,0.18,0.0
78517,0.11,0.0
78519,0.29,0.0
78521,0.24,0.0
78523,0.14,0.0
78525,0.13,0.0
78527,0.23,0.0
78529,0.18,0.0
78531,0.12,0.0
78533,0.21,0.0
78535,0.11,0.01
78537,0.1,0.0
78539,0.1,0.0
78541,0.06,0.0
78543,0.13,0.0
78545,0.12,0.0
78547,0.16,0.0
78549,0.18,0.0
78551,0.19,0.0
78553,0.16,0.0
78555,0.17,0.0
78557,0.26,0.0
78559,0.14,0.0
78561,0.12,0.0
78563,0.19,0.0
78565,0.17,0.01
78567,0.17,0.0
78569,0.24,0.0
78571,0.23,0.0
78573,0.2,0.0
78575,0.13,0.0
78577,0.16,0.0
78579,0.18,0.0
78581,0.25,0.0
78583,0.16,0.0
78585,0.26,0.0
78587,0.22,0.0
78589,0.14,0.0
78591,0.15,0.0
78593,0.21,0.0
78595,0.17,0.0
78597,0.18,0.0
78599,0.18,0.0
78600,0.14,0.0
78602,0.1,0.0
78604,0.15,0.0
78606,0.2,0.0
78608,0.12,0.0
78610,0.13,0.0
78612,0.27,0.0
78614,0.23,0.0
78616,0.08,0.01
78618,0.09,0.01
78620,0.14,0.0
78622,0.09,0.0
78624,0.08,0.0
78626,0.1,0.01
78628,0.05,0.03
78630,0.05,0.07
78632,0.04,0.06
78634,0.04,0.06
78636,0.06,0.02
78638,0.03,0.17
78640,0.03,0.14
78642,0.05,0.18
78644,0.03,0.2
78646,0.05,0.22
78648,0.04,0.25
78650,0.03,0.27
78652,0.04,0.19
78654,0.03,0.29
78656,0.03,0.26
78658,0.02,0.2
78660,0.02,0.22
78662,0.03,0.1
78664,0.03,0.1
78666,0.05,0.19
78668,0.02,0.16
78670,0.02,0.07
78672,0.02,0.19
78674,0.07,0.14
78676,0.02,0.18
78678,0.02,0.18
78680,0.05,0.15
78682,0.04,0.25
78684,0.04,0.27
78686,0.01,0.24
78687,0.01,0.19
78689,0.01,0.31
78691,0.01,0.14
78693,0.04,0.31
78695,0.04,0.12
78697,0.04,0.14
78699,0.03,0.15
78701,0.02,0.2
78703,0.02,0.16
78705,0.02,0.15
78707,0.03,0.19
78709,0.02,0.07
78711,0.02,0.15
78713,0.02,0.07
78715,0.02,0.12
78717,0.01,0.13
78719,0.01,0.12
78721,0.02,0.19
78723,0.05,0.13
78725,0.06,0.1
78727,0.01,0.1
78729,0.05,0.05
78731,0.04,0.06
78733,0.04,0.08
78735,0.02,0.07
78737,0.02,0.06
78739,0.05,0.12
78741,0.01,0.09
78743,0.06,0.06
78745,0.04,0.07
78747,0.07,0.08
78749,0.09,0.06
78751,0.11,0.06
78753,0.09,0.1
78755,0.06,0.07
78757,0.06,0.09
78759,0.03,0.06
78761,0.08,0.05
78763,0.13,0.04
78765,0.09,0.06
78767,0.11,0.05
78769,0.06,0.06
78771,0.11,0.06
78773,0.08,0.02
78775,0.05,0.03
78776,0.05,0.04
78778,0.05,0.1
78780,0.06,0.07
78782,0.06,0.04
78784,0.06,0.06
78786,0.05,0.07
78788,0.13,0.04
78790,0.07,0.04
78792,0.01,0.08
78794,0.03,0.02
78796,0.02,0.04
78798,0.01,0.07
78800,0.04,0.02
78802,0.02,0.04
78804,0.01,0.06
78806,0.02,0.03
78808,0.01,0.07
78810,0.01,0.06
78812,0.02,0.05
78814,0.02,0.04
78816,0.08,0.08
78818,0.06,0.06
78820,0.04,0.03
78822,0.04,0.04
78824,0.05,0.02
78826,0.04,0.03
78828,0.07,0.03
78830,0.07,0.03
78832,0.05,0.07
78834,0.04,0.05
78836,0.06,0.05
78838,0.03,0.04
78840,0.05,0.04
78842,0.08,0.07
78844,0.05,0.1
78846,0.03,0.04
78848,0.01,0.06
78850,0.02,0.12
78852,0.04,0.03
78854,0.02,0.08
78856,0.04,0.07
78858,0.04,0.03
78860,0.06,0.03
78862,0.02,0.03
78863,0.02,0.04
78865,0.06,0.06
78867,0.08,0.03
78869,0.04,0.05
78871,0.05,0.03
78873,0.04,0.05
78875,0.07,0.04
78877,0.05,0.06
78879,0.04,0.07
78881,0.04,0.07
78883,0.04,0.07
78885,0.07,0.03
78887,0.04,0.03
78889,0.04,0.06
78891,0.06,0.04
78893,0.1,0.03
78895,0.04,0.07
78897,0.07,0.04
78899,0.05,0.03
78901,0.04,0.07
78903,0.06,0.03
78905,0.06,0.03
78907,0.06,0.08
78909,0.07,0.03
78911,0.06,0.03
78913,0.05,0.06
78915,0.07,0.04
78917,0.04,0.05
78919,0.06,0.05
78921,0.07,0.03
78923,0.07,0.04
78925,0.09,0.02
78927,0.06,0.05
78929,0.07,0.04
78931,0.11,0.02
78933,0.06,0.04
78935,0.1,0.04
78937,0.08,0.04
78939,0.07,0.03
78941,0.09,0.04
78943,0.04,0.06
78945,0.03,0.02
78947,0.04,0.06
78949,0.07,0.03
78950,0.06,0.03
78952,0.09,0.03
78954,0.12,0.02
78956,0.02,0.03
78958,0.06,0.06
78960,0.08,0.02
78962,0.07,0.03
78964,0.03,0.04
78966,0.08,0.03
78968,0.09,0.02
